,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR
13731,2019,Russian Federation,Mexico,39,24,0
13732,2019,El Salvador,Mexico,7244,9563,0
13733,2019,Sierra Leone,Mexico,5,10,0
13734,2019,Somalia,Mexico,0,6,0
13735,2019,Spain,Mexico,0,10,0
13736,2019,Sudan,Mexico,0,5,0
13737,2019,Syrian Arab Rep.,Mexico,29,8,0
13738,2019,Togo,Mexico,0,9,0
13739,2019,Türkiye,Mexico,8,0,0
13740,2019,Uganda,Mexico,0,66,0
13741,2019,Ukraine,Mexico,17,5,0
13742,2019,Uruguay,Mexico,0,15,0
13743,2019,United States of America,Mexico,18,60,0
13744,2019,Venezuela (Bolivarian Republic of),Mexico,8781,8614,0
13745,2019,Yemen,Mexico,13,30,0
13746,2019,Stateless,Mexico,0,0,0
13747,2019,Burundi,Mali,12,6,0
13748,2019,Bangladesh,Mali,0,32,0
13749,2019,Burkina Faso,Mali,8457,72,0
13750,2019,Central African Rep.,Mali,971,328,0
13751,2019,Cameroon,Mali,5,7,0
13752,2019,Congo,Mali,30,5,0
13753,2019,Dem. Rep. of the Congo,Mali,271,60,0
13754,2019,Eritrea,Mali,5,0,0
13755,2019,Guinea,Mali,0,5,0
13756,2019,Cote d'Ivoire,Mali,515,43,0
13757,2019,Mauritania,Mali,15316,0,0
13758,2019,Mali,Mali,0,0,207751
13759,2019,Niger,Mali,1024,0,0
13760,2019,Nigeria,Mali,0,5,0
13761,2019,Pakistan,Mali,10,0,0
13762,2019,Rwanda,Mali,7,10,0
13763,2019,Syrian Arab Rep.,Mali,20,413,0
13764,2019,Togo,Mali,21,5,0
13765,2019,Türkiye,Mali,8,13,0
13766,2019,Afghanistan,Malaysia,1352,1126,0
13767,2019,Algeria,Malaysia,0,7,0
13768,2019,Egypt,Malaysia,15,79,0
13769,2019,Australia,Malaysia,5,0,0
13770,2019,Bangladesh,Malaysia,39,17,0
13771,2019,Cambodia,Malaysia,80,9,0
13772,2019,Central African Rep.,Malaysia,5,0,0
13773,2019,China,Malaysia,44,7,0
13774,2019,Cameroon,Malaysia,5,21,0
13775,2019,Congo,Malaysia,0,5,0
13776,2019,Dem. Rep. of the Congo,Malaysia,0,7,0
13777,2019,Eritrea,Malaysia,7,20,0
13778,2019,Ethiopia,Malaysia,11,11,0
13779,2019,Palestinian,Malaysia,226,582,0
13780,2019,United Kingdom of Great Britain and Northern Ireland,Malaysia,6,0,0
13781,2019,Guinea,Malaysia,5,27,0
13782,2019,Cote d'Ivoire,Malaysia,5,0,0
13783,2019,India,Malaysia,5,11,0
13784,2019,Indonesia,Malaysia,996,8,0
13785,2019,Iran (Islamic Rep. of),Malaysia,246,198,0
13786,2019,Iraq,Malaysia,435,876,0
13787,2019,Jordan,Malaysia,0,6,0
13788,2019,Lao People's Dem. Rep.,Malaysia,0,5,0
13789,2019,Liberia,Malaysia,19,9,0
13790,2019,Libya,Malaysia,10,21,0
13791,2019,Lebanon,Malaysia,5,7,0
13792,2019,Sri Lanka,Malaysia,857,1046,0
13793,2019,Mali,Malaysia,5,0,0
13794,2019,Morocco,Malaysia,5,0,0
13795,2019,Myanmar,Malaysia,119231,34546,0
13796,2019,Nepal,Malaysia,11,0,0
13797,2019,Nigeria,Malaysia,5,32,0
13798,2019,Pakistan,Malaysia,3033,3574,0
13799,2019,Philippines,Malaysia,24,0,0
13800,2019,Russian Federation,Malaysia,6,0,0
13801,2019,Sierra Leone,Malaysia,11,43,0
13802,2019,Somalia,Malaysia,1540,1754,0
13803,2019,Viet Nam,Malaysia,5,0,0
13804,2019,Sudan,Malaysia,158,156,0
13805,2019,South Sudan,Malaysia,13,43,0
13806,2019,Syrian Arab Rep.,Malaysia,425,2861,0
13807,2019,Thailand,Malaysia,29,22,0
13808,2019,Uganda,Malaysia,5,8,0
13809,2019,United States of America,Malaysia,7,0,0
13810,2019,Uzbekistan,Malaysia,0,8,0
13811,2019,Yemen,Malaysia,206,3462,0
13812,2019,Zimbabwe,Malaysia,5,5,0
13813,2019,Stateless,Malaysia,0,0,0
13814,2019,Burundi,Malawi,2592,7487,0
13815,2019,Dem. Rep. of the Congo,Malawi,9264,18509,0
13816,2019,Ethiopia,Malawi,8,49,0
13817,2019,Cote d'Ivoire,Malawi,5,0,0
13818,2019,Mozambique,Malawi,0,5,0
13819,2019,Rwanda,Malawi,2163,4117,0
13820,2019,Somalia,Malawi,50,52,0
13821,2019,South Sudan,Malawi,5,0,0
13822,2019,United Rep. of Tanzania,Malawi,0,6,0
13823,2019,Türkiye,Malawi,0,47,0
13824,2019,Uganda,Malawi,0,14,0
13825,2019,Zimbabwe,Malawi,0,7,0
13826,2019,China,Mongolia,0,5,0
13827,2019,Mongolia,Mongolia,0,0,0
13828,2019,Stateless,Mongolia,0,0,0
13829,2019,Afghanistan,Morocco,5,6,0
13830,2019,Algeria,Morocco,9,5,0
13831,2019,Egypt,Morocco,0,5,0
13832,2019,Burundi,Morocco,0,5,0
13833,2019,Benin,Morocco,0,5,0
13834,2019,Bangladesh,Morocco,0,132,0
13835,2019,Burkina Faso,Morocco,0,25,0
13836,2019,Central African Rep.,Morocco,560,29,0
13837,2019,Chad,Morocco,5,14,0
13838,2019,Cameroon,Morocco,110,687,0
13839,2019,Congo,Morocco,18,45,0
13840,2019,Dem. Rep. of the Congo,Morocco,172,112,0
13841,2019,Eritrea,Morocco,15,7,0
13842,2019,Gambia,Morocco,0,18,0
13843,2019,Palestinian,Morocco,183,0,0
13844,2019,Ghana,Morocco,0,11,0
13845,2019,Guinea-Bissau,Morocco,0,5,0
13846,2019,Guinea,Morocco,66,732,0
13847,2019,Cote d'Ivoire,Morocco,335,457,0
13848,2019,India,Morocco,0,5,0
13849,2019,Iraq,Morocco,137,6,0
13850,2019,Liberia,Morocco,6,36,0
13851,2019,Libya,Morocco,32,28,0
13852,2019,Lebanon,Morocco,6,8,0
13853,2019,Mauritania,Morocco,6,5,0
13854,2019,Mali,Morocco,31,133,0
13855,2019,Niger,Morocco,0,5,0
13856,2019,Nigeria,Morocco,17,277,0
13857,2019,Pakistan,Morocco,10,9,0
13858,2019,Senegal,Morocco,82,164,0
13859,2019,Sierra Leone,Morocco,0,44,0
13860,2019,Somalia,Morocco,8,10,0
13861,2019,Sudan,Morocco,18,24,0
13862,2019,South Sudan,Morocco,292,0,0
13863,2019,Syrian Arab Rep.,Morocco,3676,0,0
13864,2019,Togo,Morocco,0,7,0
13865,2019,Tunisia,Morocco,0,5,0
13866,2019,Türkiye,Morocco,0,13,0
13867,2019,Yemen,Morocco,843,0,0
13868,2019,Angola,Mozambique,5,0,0
13869,2019,Burundi,Mozambique,906,7482,0
13870,2019,Central African Rep.,Mozambique,0,5,0
13871,2019,Congo,Mozambique,15,34,0
13872,2019,Dem. Rep. of the Congo,Mozambique,2934,6786,0
13873,2019,Comoros,Mozambique,0,347,0
13874,2019,Eritrea,Mozambique,0,25,0
13875,2019,Ethiopia,Mozambique,8,15,0
13876,2019,Guinea,Mozambique,0,5,0
13877,2019,Mozambique,Mozambique,0,0,180516
13878,2019,Rwanda,Mozambique,687,2972,0
13879,2019,Somalia,Mozambique,148,3239,0
13880,2019,Sudan,Mozambique,5,30,0
13881,2019,Uganda,Mozambique,5,35,0
13882,2019,Afghanistan,Malta,0,5,0
13883,2019,Algeria,Malta,0,15,0
13884,2019,Egypt,Malta,74,60,0
13885,2019,Armenia,Malta,0,5,0
13886,2019,Bangladesh,Malta,12,74,0
13887,2019,Burkina Faso,Malta,5,11,0
13888,2019,Belarus,Malta,9,0,0
13889,2019,Central African Rep.,Malta,0,5,0
13890,2019,Chad,Malta,8,48,0
13891,2019,China,Malta,17,0,0
13892,2019,Cameroon,Malta,10,12,0
13893,2019,Dem. Rep. of the Congo,Malta,5,0,0
13894,2019,Colombia,Malta,0,12,0
13895,2019,Eritrea,Malta,805,187,0
13896,2019,Ethiopia,Malta,175,37,0
13897,2019,Gambia,Malta,28,189,0
13898,2019,Palestinian,Malta,70,24,0
13899,2019,Georgia,Malta,5,19,0
13900,2019,Ghana,Malta,8,43,0
13901,2019,Guinea-Bissau,Malta,0,6,0
13902,2019,Guinea,Malta,0,73,0
13903,2019,Cote d'Ivoire,Malta,12,118,0
13904,2019,Iran (Islamic Rep. of),Malta,31,7,0
13905,2019,Iraq,Malta,84,5,0
13906,2019,Jordan,Malta,5,0,0
13907,2019,Liberia,Malta,6,5,0
13908,2019,Libya,Malta,2748,357,0
13909,2019,Lebanon,Malta,0,5,0
13910,2019,Sri Lanka,Malta,7,10,0
13911,2019,North Macedonia,Malta,5,5,0
13912,2019,Mali,Malta,18,74,0
13913,2019,Morocco,Malta,31,59,0
13914,2019,Nepal,Malta,0,19,0
13915,2019,Niger,Malta,0,28,0
13916,2019,Nigeria,Malta,124,102,0
13917,2019,Pakistan,Malta,58,90,0
13918,2019,Peru,Malta,0,5,0
13919,2019,Russian Federation,Malta,18,5,0
13920,2019,El Salvador,Malta,0,5,0
13921,2019,Saudi Arabia,Malta,5,0,0
13922,2019,Serbia and Kosovo: S/RES/1244 (1999),Malta,7,5,0
13923,2019,Senegal,Malta,5,84,0
13924,2019,Sierra Leone,Malta,5,20,0
13925,2019,Somalia,Malta,1780,145,0
13926,2019,Sudan,Malta,199,967,0
13927,2019,South Sudan,Malta,22,62,0
13928,2019,Syrian Arab Rep.,Malta,1706,482,0
13929,2019,Togo,Malta,5,10,0
13930,2019,Tunisia,Malta,13,26,0
13931,2019,Türkiye,Malta,5,16,0
13932,2019,Uganda,Malta,0,5,0
13933,2019,Ukraine,Malta,142,59,0
13934,2019,Uzbekistan,Malta,0,5,0
13935,2019,Venezuela (Bolivarian Republic of),Malta,5,65,0
13936,2019,Yemen,Malta,0,6,0
13937,2019,Zimbabwe,Malta,5,0,0
13938,2019,Stateless,Malta,0,0,0
13939,2019,Unknown ,Malta,626,0,0
13940,2019,Afghanistan,Montenegro,0,50,0
13941,2019,Algeria,Montenegro,0,48,0
13942,2019,Egypt,Montenegro,0,5,0
13943,2019,Belarus,Montenegro,5,0,0
13944,2019,Bosnia and Herzegovina,Montenegro,16,0,0
13945,2019,Cuba,Montenegro,0,5,0
13946,2019,Palestinian,Montenegro,0,5,0
13947,2019,Ghana,Montenegro,5,0,0
13948,2019,Croatia,Montenegro,10,0,0
13949,2019,Iran (Islamic Rep. of),Montenegro,0,48,0
13950,2019,Iraq,Montenegro,0,5,0
13951,2019,Libya,Montenegro,0,6,0
13952,2019,Morocco,Montenegro,0,261,0
13953,2019,Pakistan,Montenegro,0,9,0
13954,2019,Russian Federation,Montenegro,0,12,0
13955,2019,Serbia and Kosovo: S/RES/1244 (1999),Montenegro,610,5,0
13956,2019,Syrian Arab Rep.,Montenegro,0,14,0
13957,2019,Türkiye,Montenegro,0,11,0
13958,2019,Yemen,Montenegro,7,0,0
13959,2019,Stateless,Montenegro,0,0,0
13960,2019,Unknown ,Montenegro,0,0,0
13961,2019,Dem. Rep. of the Congo,Mauritius,10,0,0
13962,2019,Pakistan,Mauritius,5,0,0
13963,2019,Philippines,Mauritius,0,5,0
13964,2019,South Africa,Mauritius,5,0,0
13965,2019,Myanmar,Myanmar,0,0,312018
13966,2019,Stateless,Myanmar,0,0,0
13967,2019,Burundi,Namibia,273,119,0
13968,2019,Central African Rep.,Namibia,5,15,0
13969,2019,Cameroon,Namibia,20,14,0
13970,2019,Congo,Namibia,5,5,0
13971,2019,Dem. Rep. of the Congo,Namibia,2685,1649,0
13972,2019,Niger,Namibia,0,5,0
13973,2019,Rwanda,Namibia,121,32,0
13974,2019,Somalia,Namibia,5,6,0
13975,2019,Sudan,Namibia,6,0,0
13976,2019,South Sudan,Namibia,0,5,0
13977,2019,Uganda,Namibia,5,5,0
13978,2019,Zimbabwe,Namibia,57,51,0
13979,2019,Afghanistan,Nepal,51,0,0
13980,2019,Bangladesh,Nepal,5,0,0
13981,2019,Bhutan,Nepal,6396,0,0
13982,2019,India,Nepal,0,0,0
13983,2019,Iran (Islamic Rep. of),Nepal,5,5,0
13984,2019,Sri Lanka,Nepal,20,6,0
13985,2019,Myanmar,Nepal,351,11,0
13986,2019,Nepal,Nepal,0,0,0
13987,2019,Pakistan,Nepal,176,30,0
13988,2019,Somalia,Nepal,26,0,0
13989,2019,Yemen,Nepal,0,5,0
13990,2019,Tibetan,Nepal,12540,0,0
13991,2019,Afghanistan,Netherlands,5815,543,0
13992,2019,Albania,Netherlands,5,12,0
13993,2019,Algeria,Netherlands,15,293,0
13994,2019,Angola,Netherlands,41,30,0
13995,2019,Egypt,Netherlands,205,189,0
13996,2019,Argentina,Netherlands,5,5,0
13997,2019,Armenia,Netherlands,366,48,0
13998,2019,Azerbaijan,Netherlands,229,126,0
13999,2019,Bahrain,Netherlands,9,0,0
14000,2019,Burundi,Netherlands,128,13,0
14001,2019,Benin,Netherlands,5,5,0
14002,2019,Bangladesh,Netherlands,34,15,0
14003,2019,Bhutan,Netherlands,144,0,0
14004,2019,Burkina Faso,Netherlands,14,5,0
14005,2019,Belarus,Netherlands,45,65,0
14006,2019,Bosnia and Herzegovina,Netherlands,0,9,0
14007,2019,Cambodia,Netherlands,17,0,0
14008,2019,Central African Rep.,Netherlands,7,0,0
14009,2019,Chad,Netherlands,5,7,0
14010,2019,China,Netherlands,1004,153,0
14011,2019,Cameroon,Netherlands,66,34,0
14012,2019,Congo,Netherlands,375,31,0
14013,2019,Dem. Rep. of the Congo,Netherlands,147,10,0
14014,2019,Colombia,Netherlands,19,146,0
14015,2019,Cuba,Netherlands,28,28,0
14016,2019,Dominican Rep.,Netherlands,0,6,0
14017,2019,Ecuador,Netherlands,8,0,0
14018,2019,Eritrea,Netherlands,14809,511,0
14019,2019,Ethiopia,Netherlands,456,90,0
14020,2019,Gambia,Netherlands,32,229,0
14021,2019,Palestinian,Netherlands,160,42,0
14022,2019,Georgia,Netherlands,32,37,0
14023,2019,Ghana,Netherlands,7,20,0
14024,2019,Guinea-Bissau,Netherlands,0,9,0
14025,2019,Guinea,Netherlands,567,162,0
14026,2019,Guyana,Netherlands,0,5,0
14027,2019,Honduras,Netherlands,7,10,0
14028,2019,Cote d'Ivoire,Netherlands,237,30,0
14029,2019,India,Netherlands,6,19,0
14030,2019,Indonesia,Netherlands,0,11,0
14031,2019,Iran (Islamic Rep. of),Netherlands,4783,2490,0
14032,2019,Iraq,Netherlands,8423,675,0
14033,2019,Jamaica,Netherlands,190,10,0
14034,2019,Jordan,Netherlands,5,122,0
14035,2019,Kazakhstan,Netherlands,39,30,0
14036,2019,Kenya,Netherlands,37,13,0
14037,2019,Kyrgyzstan,Netherlands,20,5,0
14038,2019,Dem. People's Rep. of Korea,Netherlands,39,0,0
14039,2019,Kuwait,Netherlands,5,0,0
14040,2019,Lao People's Dem. Rep.,Netherlands,27,0,0
14041,2019,Liberia,Netherlands,54,20,0
14042,2019,Libya,Netherlands,278,164,0
14043,2019,Lebanon,Netherlands,50,107,0
14044,2019,Sri Lanka,Netherlands,543,47,0
14045,2019,Mauritania,Netherlands,5,5,0
14046,2019,North Macedonia,Netherlands,0,30,0
14047,2019,Rep. of Moldova,Netherlands,0,233,0
14048,2019,Mexico,Netherlands,0,5,0
14049,2019,Mali,Netherlands,17,12,0
14050,2019,Malaysia,Netherlands,7,0,0
14051,2019,Malawi,Netherlands,5,0,0
14052,2019,Mongolia,Netherlands,37,6,0
14053,2019,Morocco,Netherlands,49,259,0
14054,2019,Myanmar,Netherlands,495,40,0
14055,2019,Namibia,Netherlands,5,0,0
14056,2019,Nepal,Netherlands,192,7,0
14057,2019,Niger,Netherlands,6,31,0
14058,2019,Nicaragua,Netherlands,0,49,0
14059,2019,Nigeria,Netherlands,289,735,0
14060,2019,Pakistan,Netherlands,456,375,0
14061,2019,Peru,Netherlands,9,9,0
14062,2019,South Africa,Netherlands,0,6,0
14063,2019,Russian Federation,Netherlands,300,185,0
14064,2019,Rwanda,Netherlands,51,15,0
14065,2019,El Salvador,Netherlands,0,34,0
14066,2019,Saudi Arabia,Netherlands,21,10,0
14067,2019,Serbia and Kosovo: S/RES/1244 (1999),Netherlands,23,28,0
14068,2019,Senegal,Netherlands,26,41,0
14069,2019,Sierra Leone,Netherlands,405,91,0
14070,2019,Somalia,Netherlands,13007,196,0
14071,2019,Viet Nam,Netherlands,5,12,0
14072,2019,Sudan,Netherlands,792,131,0
14073,2019,Suriname,Netherlands,0,5,0
14074,2019,South Sudan,Netherlands,0,5,0
14075,2019,Syrian Arab Rep.,Netherlands,31694,3092,0
14076,2019,United Rep. of Tanzania,Netherlands,5,17,0
14077,2019,Tajikistan,Netherlands,30,45,0
14078,2019,Turkmenistan,Netherlands,5,9,0
14079,2019,Timor-Leste,Netherlands,0,8,0
14080,2019,Togo,Netherlands,24,5,0
14081,2019,Trinidad and Tobago,Netherlands,77,12,0
14082,2019,Tunisia,Netherlands,19,80,0
14083,2019,Türkiye,Netherlands,1736,1308,0
14084,2019,Uganda,Netherlands,488,251,0
14085,2019,Ukraine,Netherlands,20,59,0
14086,2019,United States of America,Netherlands,17,13,0
14087,2019,Uzbekistan,Netherlands,31,16,0
14088,2019,Venezuela (Bolivarian Republic of),Netherlands,13,207,0
14089,2019,Yemen,Netherlands,791,546,0
14090,2019,Zambia,Netherlands,8,0,0
14091,2019,Zimbabwe,Netherlands,26,24,0
14092,2019,Stateless,Netherlands,842,49,0
14093,2019,Unknown ,Netherlands,2847,672,0
14094,2019,Burkina Faso,Niger,0,0,0
14095,2019,Central African Rep.,Niger,145,23,0
14096,2019,Chad,Niger,166,1291,0
14097,2019,Cameroon,Niger,5,153,0
14098,2019,Congo,Niger,5,0,0
14099,2019,Dem. Rep. of the Congo,Niger,80,19,0
14100,2019,Eritrea,Niger,284,149,0
14101,2019,Ethiopia,Niger,38,14,0
14102,2019,Guinea,Niger,0,12,0
14103,2019,Cote d'Ivoire,Niger,38,5,0
14104,2019,Iraq,Niger,6,0,0
14105,2019,Libya,Niger,7,6,0
14106,2019,Mali,Niger,58000,74,0
14107,2019,Niger,Niger,0,0,191902
14108,2019,Nigeria,Niger,120621,34699,0
14109,2019,Pakistan,Niger,0,8,0
14110,2019,Rwanda,Niger,18,0,0
14111,2019,Somalia,Niger,163,64,0
14112,2019,Sudan,Niger,409,1362,0
14113,2019,South Sudan,Niger,0,7,0
14114,2019,Syrian Arab Rep.,Niger,7,0,0
14115,2019,Togo,Niger,5,5,0
14116,2019,Yemen,Niger,0,5,0
14117,2019,Colombia,Nicaragua,6,0,0
14118,2019,Cuba,Nicaragua,15,0,0
14119,2019,Guatemala,Nicaragua,8,0,0
14120,2019,Honduras,Nicaragua,74,26,0
14121,2019,El Salvador,Nicaragua,219,100,0
14122,2019,Afghanistan,Nigeria,5,0,0
14123,2019,Benin,Nigeria,5,0,0
14124,2019,Central African Rep.,Nigeria,460,212,0
14125,2019,Chad,Nigeria,88,22,0
14126,2019,Cameroon,Nigeria,52066,424,0
14127,2019,Congo,Nigeria,5,5,0
14128,2019,Dem. Rep. of the Congo,Nigeria,635,114,0
14129,2019,Eritrea,Nigeria,30,5,0
14130,2019,Ethiopia,Nigeria,6,0,0
14131,2019,Palestinian,Nigeria,11,5,0
14132,2019,Ghana,Nigeria,5,5,0
14133,2019,Guinea-Bissau,Nigeria,5,0,0
14134,2019,Guinea,Nigeria,17,5,0
14135,2019,Cote d'Ivoire,Nigeria,128,6,0
14136,2019,Liberia,Nigeria,9,5,0
14137,2019,Lebanon,Nigeria,0,7,0
14138,2019,Sri Lanka,Nigeria,5,0,0
14139,2019,Mali,Nigeria,144,18,0
14140,2019,Niger,Nigeria,6,0,0
14141,2019,Nigeria,Nigeria,0,0,2195779
14142,2019,Sierra Leone,Nigeria,23,5,0
14143,2019,Sudan,Nigeria,47,5,0
14144,2019,Syrian Arab Rep.,Nigeria,263,132,0
14145,2019,Togo,Nigeria,20,20,0
14146,2019,Türkiye,Nigeria,174,37,0
14147,2019,Afghanistan,Norway,5108,81,0
14148,2019,Albania,Norway,20,26,0
14149,2019,Algeria,Norway,6,0,0
14150,2019,Angola,Norway,14,7,0
14151,2019,Egypt,Norway,59,10,0
14152,2019,Armenia,Norway,5,0,0
14153,2019,Azerbaijan,Norway,27,5,0
14154,2019,Burundi,Norway,51,0,0
14155,2019,Bangladesh,Norway,8,0,0
14156,2019,Belarus,Norway,5,0,0
14157,2019,Bulgaria,Norway,7,0,0
14158,2019,Central African Rep.,Norway,6,0,0
14159,2019,Chad,Norway,5,0,0
14160,2019,China,Norway,565,5,0
14161,2019,Cameroon,Norway,24,10,0
14162,2019,Congo,Norway,5,0,0
14163,2019,Dem. Rep. of the Congo,Norway,154,0,0
14164,2019,Colombia,Norway,12,26,0
14165,2019,Djibouti,Norway,5,0,0
14166,2019,Eritrea,Norway,14038,80,0
14167,2019,Ethiopia,Norway,1732,24,0
14168,2019,Gambia,Norway,16,0,0
14169,2019,Georgia,Norway,5,10,0
14170,2019,Ghana,Norway,7,0,0
14171,2019,Guinea-Bissau,Norway,5,0,0
14172,2019,Greece,Norway,0,5,0
14173,2019,Guatemala,Norway,7,0,0
14174,2019,Guinea,Norway,48,0,0
14175,2019,Honduras,Norway,5,0,0
14176,2019,Cote d'Ivoire,Norway,13,5,0
14177,2019,Iran (Islamic Rep. of),Norway,1810,171,0
14178,2019,Iraq,Norway,1634,82,0
14179,2019,Israel,Norway,8,0,0
14180,2019,Jordan,Norway,7,0,0
14181,2019,Kazakhstan,Norway,15,0,0
14182,2019,Kenya,Norway,9,0,0
14183,2019,Kyrgyzstan,Norway,13,5,0
14184,2019,Liberia,Norway,13,0,0
14185,2019,Libya,Norway,61,7,0
14186,2019,Lebanon,Norway,25,0,0
14187,2019,Sri Lanka,Norway,109,5,0
14188,2019,Mauritania,Norway,5,0,0
14189,2019,Rep. of Moldova,Norway,5,0,0
14190,2019,Mali,Norway,8,0,0
14191,2019,Malaysia,Norway,5,5,0
14192,2019,Mongolia,Norway,5,0,0
14193,2019,Morocco,Norway,27,10,0
14194,2019,Montenegro,Norway,5,0,0
14195,2019,Myanmar,Norway,109,0,0
14196,2019,Nepal,Norway,5,0,0
14197,2019,Nicaragua,Norway,0,19,0
14198,2019,Nigeria,Norway,163,5,0
14199,2019,Pakistan,Norway,96,21,0
14200,2019,Peru,Norway,0,10,0
14201,2019,Philippines,Norway,6,0,0
14202,2019,Russian Federation,Norway,587,50,0
14203,2019,Rwanda,Norway,36,6,0
14204,2019,El Salvador,Norway,10,0,0
14205,2019,Saudi Arabia,Norway,8,0,0
14206,2019,Serbia and Kosovo: S/RES/1244 (1999),Norway,51,11,0
14207,2019,Sierra Leone,Norway,12,0,0
14208,2019,Somalia,Norway,6518,40,0
14209,2019,Viet Nam,Norway,42,5,0
14210,2019,Sudan,Norway,1906,15,0
14211,2019,South Sudan,Norway,17,0,0
14212,2019,Syrian Arab Rep.,Norway,14359,252,0
14213,2019,Tajikistan,Norway,5,0,0
14214,2019,Turkmenistan,Norway,5,0,0
14215,2019,Tunisia,Norway,5,5,0
14216,2019,Türkiye,Norway,1021,300,0
14217,2019,Uganda,Norway,120,7,0
14218,2019,Ukraine,Norway,10,15,0
14219,2019,Uzbekistan,Norway,191,0,0
14220,2019,Venezuela (Bolivarian Republic of),Norway,15,24,0
14221,2019,Yemen,Norway,219,19,0
14222,2019,Zambia,Norway,5,0,0
14223,2019,Zimbabwe,Norway,12,0,0
14224,2019,Stateless,Norway,2623,124,0
14225,2019,Afghanistan,Nauru,25,5,0
14226,2019,Bangladesh,Nauru,14,27,0
14227,2019,India,Nauru,0,11,0
14228,2019,Indonesia,Nauru,0,5,0
14229,2019,Iran (Islamic Rep. of),Nauru,345,209,0
14230,2019,Iraq,Nauru,39,13,0
14231,2019,Kuwait,Nauru,5,0,0
14232,2019,Lebanon,Nauru,14,0,0
14233,2019,Sri Lanka,Nauru,73,51,0
14234,2019,Malaysia,Nauru,0,5,0
14235,2019,Myanmar,Nauru,66,13,0
14236,2019,Nepal,Nauru,0,15,0
14237,2019,Pakistan,Nauru,42,26,0
14238,2019,Somalia,Nauru,78,10,0
14239,2019,Sudan,Nauru,11,0,0
14240,2019,Syrian Arab Rep.,Nauru,0,5,0
14241,2019,Stateless,Nauru,43,20,0
14242,2019,Afghanistan,New Zealand,46,31,0
14243,2019,Algeria,New Zealand,5,0,0
14244,2019,Egypt,New Zealand,35,5,0
14245,2019,Bahrain,New Zealand,26,0,0
14246,2019,Bangladesh,New Zealand,7,21,0
14247,2019,Brazil,New Zealand,0,7,0
14248,2019,China,New Zealand,228,74,0
14249,2019,Chile,New Zealand,5,7,0
14250,2019,Cameroon,New Zealand,5,0,0
14251,2019,Dem. Rep. of the Congo,New Zealand,5,0,0
14252,2019,Colombia,New Zealand,30,10,0
14253,2019,Czechia,New Zealand,22,5,0
14254,2019,Eritrea,New Zealand,7,0,0
14255,2019,Ethiopia,New Zealand,7,9,0
14256,2019,Fiji,New Zealand,27,9,0
14257,2019,Palestinian,New Zealand,17,0,0
14258,2019,Hungary,New Zealand,8,0,0
14259,2019,India,New Zealand,11,59,0
14260,2019,Indonesia,New Zealand,5,5,0
14261,2019,Iran (Islamic Rep. of),New Zealand,129,34,0
14262,2019,Iraq,New Zealand,77,5,0
14263,2019,Jordan,New Zealand,8,0,0
14264,2019,Kuwait,New Zealand,7,0,0
14265,2019,Libya,New Zealand,22,0,0
14266,2019,Sri Lanka,New Zealand,50,53,0
14267,2019,Madagascar,New Zealand,5,0,0
14268,2019,Maldives,New Zealand,5,0,0
14269,2019,Mexico,New Zealand,5,5,0
14270,2019,Malaysia,New Zealand,9,24,0
14271,2019,Mongolia,New Zealand,0,11,0
14272,2019,Myanmar,New Zealand,12,0,0
14273,2019,Nepal,New Zealand,5,5,0
14274,2019,Pakistan,New Zealand,63,11,0
14275,2019,Philippines,New Zealand,7,6,0
14276,2019,Papua New Guinea,New Zealand,0,5,0
14277,2019,South Africa,New Zealand,8,10,0
14278,2019,Russian Federation,New Zealand,26,7,0
14279,2019,El Salvador,New Zealand,5,0,0
14280,2019,Saudi Arabia,New Zealand,68,5,0
14281,2019,Somalia,New Zealand,13,0,0
14282,2019,Viet Nam,New Zealand,9,5,0
14283,2019,Sudan,New Zealand,8,0,0
14284,2019,Syrian Arab Rep.,New Zealand,69,5,0
14285,2019,Tonga,New Zealand,0,5,0
14286,2019,Türkiye,New Zealand,55,13,0
14287,2019,Uganda,New Zealand,5,0,0
14288,2019,Yemen,New Zealand,8,0,0
14289,2019,Zimbabwe,New Zealand,20,0,0
14290,2019,Stateless,New Zealand,0,0,0
14291,2019,Unknown ,New Zealand,515,107,0
14292,2019,Iraq,Oman,295,254,0
14293,2019,Pakistan,Oman,5,0,0
14294,2019,Syrian Arab Rep.,Oman,8,0,0
14295,2019,Afghanistan,Pakistan,1419084,8406,0
14296,2019,Algeria,Pakistan,22,0,0
14297,2019,China,Pakistan,5,15,0
14298,2019,Palestinian,Pakistan,21,0,0
14299,2019,India,Pakistan,0,5,0
14300,2019,Iran (Islamic Rep. of),Pakistan,40,21,0
14301,2019,Iraq,Pakistan,22,7,0
14302,2019,Myanmar,Pakistan,23,31,0
14303,2019,Pakistan,Pakistan,0,0,100680
14304,2019,Russian Federation,Pakistan,6,0,0
14305,2019,Somalia,Pakistan,181,21,0
14306,2019,Syrian Arab Rep.,Pakistan,43,0,0
14307,2019,Tajikistan,Pakistan,6,0,0
14308,2019,Türkiye,Pakistan,6,0,0
14309,2019,Yemen,Pakistan,137,22,0
14310,2019,Afghanistan,Panama,5,6,0
14311,2019,Armenia,Panama,0,5,0
14312,2019,Bangladesh,Panama,0,18,0
14313,2019,Belarus,Panama,7,5,0
14314,2019,Brazil,Panama,0,6,0
